,Datetime,Tweet Id,Text,Username
12,2021-05-28 12:14:18+00:00,1398251281529991174,"560025 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Narayan Medical Centre(Capacity: 50, Dose 1: 25 slots left, Dose 2: 25 slots left)",BloreVaccine
13,2021-05-28 12:02:54+00:00,1398248414714888192,"560099 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at Narayana Hrudayalaya Pvt Ltd(Capacity: 70, Dose 1: 60 slots left, Dose 2: 10 slots left)",BloreVaccine
14,2021-05-28 11:59:41+00:00,1398247603410673666,"560035 on 29-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Apollo Clinic Doddakannelli P3(Capacity: 30, Dose 1: 30 slots left, Dose 2: 0 slots left)",BloreVaccine
15,2021-05-28 11:32:46+00:00,1398240828351336453,"560001 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at HCG Block 1(Capacity: 40, Dose 1: 20 slots left, Dose 2: 20 slots left)",BloreVaccine
16,2021-05-28 11:28:50+00:00,1398239839737180165,"560047 on 29-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Fortis Lafemme BLOCK 1(Capacity: 60, Dose 1: 60 slots left, Dose 2: 0 slots left)",BloreVaccine
17,2021-05-28 11:26:43+00:00,1398239308419526660,"560103 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Sarjapur P3(Capacity: 70, Dose 1: 70 slots left, Dose 2: 0 slots left)",BloreVaccine
18,2021-05-28 10:44:12+00:00,1398228605503631363,"560103 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at CLOUDNINE BELLANDUR P3(Capacity: 100, Dose 1: 90 slots left, Dose 2: 10 slots left)",BloreVaccine
19,2021-05-28 09:46:55+00:00,1398214193380139008,"560079 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Agrahara Dasarahalli UPHC(Capacity: 49, Dose 1: 24 slots left, Dose 2: 25 slots left)",BloreVaccine
20,2021-05-28 08:58:49+00:00,1398202088174149635,"560086 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS INTERNATIONAL HOSPITAL(Capacity: 90, Dose 1: 90 slots left, Dose 2: 0 slots left)",BloreVaccine
21,2021-05-28 08:30:21+00:00,1398194923086630912,"560003 on 29-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at RxDx Samanvay(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
22,2021-05-28 08:02:50+00:00,1398187997590298635,"560035 on 29-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Apollo Clinic Doddakannelli P3(Capacity: 69, Dose 1: 69 slots left, Dose 2: 0 slots left)",BloreVaccine
23,2021-05-28 07:47:35+00:00,1398184158799687687,"560010 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 399, Dose 1: 399 slots left, Dose 2: 0 slots left)",BloreVaccine
24,2021-05-28 07:32:27+00:00,1398180353550864384,"560003 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at RxDx Samanvay(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
25,2021-05-28 04:30:55+00:00,1398134665819561984,"560034 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at St Johns Hospital(Capacity: 110, Dose 1: 100 slots left, Dose 2: 10 slots left)",BloreVaccine
26,2021-05-28 02:34:03+00:00,1398105257243074567,"560100 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at SYNGENE INTERNATIONAL LIMITED(Capacity: 200, Dose 1: 100 slots left, Dose 2: 100 slots left)",BloreVaccine
27,2021-05-28 02:14:57+00:00,1398100448763027460,"560100 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at SYNGENE INTERNATIONAL LIMITED(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
28,2021-05-28 02:10:24+00:00,1398099306133934083,"560100 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at SYNGENE INTERNATIONAL LIMITED(Capacity: 100, Dose 1: 50 slots left, Dose 2: 50 slots left)",BloreVaccine
29,2021-05-28 02:05:15+00:00,1398098007363493890,"560100 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at SYNGENE INTERNATIONAL LIMITED(Capacity: 200, Dose 1: 100 slots left, Dose 2: 100 slots left)",BloreVaccine
30,2021-05-28 01:53:56+00:00,1398095162182561792,"560020 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
31,2021-05-27 17:33:42+00:00,1397969275336331267,"560001 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at VIKRAM HOSPITAL Covi-s(Capacity: 200, Dose 1: 150 slots left, Dose 2: 50 slots left)",BloreVaccine
32,2021-05-27 13:54:32+00:00,1397914120440074244,"560076 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Hospital BG ROAD P3(Capacity: 150, Dose 1: 150 slots left, Dose 2: 0 slots left)",BloreVaccine
33,2021-05-27 13:47:43+00:00,1397912403187093504,"560011 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO CRADLE JAYANAGAR(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
34,2021-05-27 12:17:41+00:00,1397889744814624768,"560099 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at Sparsh Hospital Basement(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
35,2021-05-27 12:10:23+00:00,1397887906979713024,"560086 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS INTERNATIONAL HOSPITAL(Capacity: 90, Dose 1: 90 slots left, Dose 2: 0 slots left)",BloreVaccine
36,2021-05-27 11:47:38+00:00,1397882182681522177,"560054 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Ramaiah Memorial Hospital FF1(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
37,2021-05-27 11:44:58+00:00,1397881511286743040,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at MALLIGE HOSPITAL (18-44)(Capacity: 60, Dose 1: 0 slots left, Dose 2: 60 slots left)",BloreVaccine
38,2021-05-27 11:44:00+00:00,1397881268012949509,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at MALLIGE HOSPITAL (18-44)(Capacity: 61, Dose 1: 1 slots left, Dose 2: 60 slots left)",BloreVaccine
39,2021-05-27 11:43:58+00:00,1397881260962291717,"560010 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 50, Dose 1: 0 slots left, Dose 2: 50 slots left)",BloreVaccine
40,2021-05-27 11:43:58+00:00,1397881260937125889,"560047 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST PHILOMENA HOSPITAL BLOCK 1(Capacity: 30, Dose 1: 0 slots left, Dose 2: 30 slots left)",BloreVaccine
41,2021-05-27 10:53:54+00:00,1397868659138170882,"560001 on 31-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST MARTHAS HOSITAL BLOCK 1(Capacity: 200, Dose 1: 200 slots left, Dose 2: 0 slots left)",BloreVaccine
42,2021-05-27 10:53:04+00:00,1397868450727424000,"560103 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Sarjapur P3(Capacity: 60, Dose 1: 60 slots left, Dose 2: 0 slots left)",BloreVaccine
43,2021-05-27 10:37:20+00:00,1397864492541698051,"560035 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Apollo Clinic Doddakannelli P3(Capacity: 55, Dose 1: 55 slots left, Dose 2: 0 slots left)",BloreVaccine
44,2021-05-27 09:31:41+00:00,1397847972042313728,"560011 on 28-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Cloudnine Hospital-Jayanagar(Capacity: 250, Dose 1: 200 slots left, Dose 2: 50 slots left)",BloreVaccine
45,2021-05-27 09:08:40+00:00,1397842179876290561,"560076 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
46,2021-05-27 09:01:20+00:00,1397840332981604352,"560076 on 28-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
47,2021-05-27 08:23:24+00:00,1397830784409427970,"560010 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 500, Dose 1: 500 slots left, Dose 2: 0 slots left)",BloreVaccine
48,2021-05-27 07:10:11+00:00,1397812361063407616,"560030 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO CRADLE - Koramangala(Capacity: 150, Dose 1: 150 slots left, Dose 2: 0 slots left)",BloreVaccine
49,2021-05-27 06:26:56+00:00,1397801475934285830,"560047 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST PHILOMENA HOSPITAL BLOCK 1(Capacity: 280, Dose 1: 250 slots left, Dose 2: 30 slots left)",BloreVaccine
50,2021-05-27 05:23:59+00:00,1397785633481924609,"560034 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at St Johns Hospital(Capacity: 109, Dose 1: 100 slots left, Dose 2: 9 slots left)",BloreVaccine
51,2021-05-27 04:16:46+00:00,1397768719711891456,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Mallige Hospital Block 1(Capacity: 100, Dose 1: 25 slots left, Dose 2: 75 slots left)",BloreVaccine
52,2021-05-27 04:11:07+00:00,1397767298333646849,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at MALLIGE HOSPITAL (18-44)(Capacity: 70, Dose 1: 10 slots left, Dose 2: 60 slots left)",BloreVaccine
53,2021-05-27 04:01:31+00:00,1397764881462398983,"560010 on 31-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
54,2021-05-27 01:49:14+00:00,1397731590768267264,"560020 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
55,2021-05-26 20:01:17+00:00,1397644028246511619,"560100 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at APOLLO Clinic Electronic City(Capacity: 40, Dose 1: 40 slots left, Dose 2: 0 slots left)",BloreVaccine
56,2021-05-26 19:47:52+00:00,1397640649227182081,"560100 on 27-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at APOLLO Clinic Electronic City(Capacity: 30, Dose 1: 30 slots left, Dose 2: 0 slots left)",BloreVaccine
57,2021-05-26 19:09:15+00:00,1397630930425028608,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Block 2(Capacity: 400, Dose 1: 300 slots left, Dose 2: 100 slots left)",BloreVaccine
58,2021-05-26 18:52:20+00:00,1397626672493461506,"560047 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST PHILOMENA HOSPITAL BLOCK 1(Capacity: 250, Dose 1: 200 slots left, Dose 2: 50 slots left)",BloreVaccine
59,2021-05-26 14:04:08+00:00,1397554148191604736,"560011 on 27-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at APOLLO CRADLE JAYANAGAR(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
60,2021-05-26 13:27:43+00:00,1397544981284278275,"560034 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO SPECTRA HOSPITAL -1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
61,2021-05-26 13:13:13+00:00,1397541333087121412,"560076 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Hospital BG ROAD P3(Capacity: 150, Dose 1: 150 slots left, Dose 2: 0 slots left)",BloreVaccine
62,2021-05-26 12:47:10+00:00,1397534777117347840,"560054 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Ramaiah Memorial Hospital FF1(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine
63,2021-05-26 12:34:52+00:00,1397531683520278534,"560098 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS HOSPITAL NAGARABHAVI(Capacity: 95, Dose 1: 90 slots left, Dose 2: 5 slots left)",BloreVaccine
64,2021-05-26 12:28:17+00:00,1397530026082398211,"560086 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS INTERNATIONAL HOSPITAL(Capacity: 75, Dose 1: 75 slots left, Dose 2: 0 slots left)",BloreVaccine
65,2021-05-26 11:53:47+00:00,1397521341297815560,"560076 on 27-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 250, Dose 1: 200 slots left, Dose 2: 50 slots left)",BloreVaccine
66,2021-05-26 11:15:00+00:00,1397511584029708290,"560035 on 26-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Apollo Clinic Sarjapur P3(Capacity: 200, Dose 1: 100 slots left, Dose 2: 100 slots left)",BloreVaccine
67,2021-05-26 10:36:17+00:00,1397501840183349256,"560103 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Sarjapur P3(Capacity: 60, Dose 1: 60 slots left, Dose 2: 0 slots left)",BloreVaccine
68,2021-05-26 10:28:01+00:00,1397499760043384838,"560001 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at MALLIGE HOSPITAL (18-44)(Capacity: 40, Dose 1: 40 slots left, Dose 2: 0 slots left)",BloreVaccine
69,2021-05-26 10:24:16+00:00,1397498817260376068,"560047 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Lafemme BLOCK 1(Capacity: 49, Dose 1: 49 slots left, Dose 2: 0 slots left)",BloreVaccine
70,2021-05-26 09:55:13+00:00,1397491503702806534,"560011 on 27-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Cloudnine Hospital-Jayanagar(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
71,2021-05-26 09:16:29+00:00,1397481756656242692,"560010 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 500, Dose 1: 500 slots left, Dose 2: 0 slots left)",BloreVaccine
72,2021-05-26 05:47:25+00:00,1397429142073737218,"560098 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS HOSPITAL NAGARABHAVI(Capacity: 80, Dose 1: 80 slots left, Dose 2: 0 slots left)",BloreVaccine
73,2021-05-26 04:19:10+00:00,1397406934442024961,"560064 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at RAIL WHEEL FACTORY HOSPITAL(Capacity: 50, Dose 1: 0 slots left, Dose 2: 50 slots left)",BloreVaccine
74,2021-05-26 02:50:06+00:00,1397384518630211585,"560100 on 26-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at APOLLO Clinic Electronic City(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine
75,2021-05-26 02:42:55+00:00,1397382711262601220,"560100 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at APOLLO Clinic Electronic City(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine
76,2021-05-26 01:24:44+00:00,1397363035316965379,"560020 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
77,2021-05-25 18:08:23+00:00,1397253227523895299,"560001 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at VIKRAM HOSPITAL Covi-s(Capacity: 150, Dose 1: 130 slots left, Dose 2: 20 slots left)",BloreVaccine
78,2021-05-25 17:41:44+00:00,1397246520072851458,"Alright so there are a few issues with the bot, I tried to make it better but like somehow that issue is still there. Anyway I’m working on something big and will release it soon. Meanwhile decided to stay offline for a bit so won’t be replying to Tweets for a while :)",BloreVaccine
79,2021-05-25 17:31:36+00:00,1397243970854531074,"560054 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Ramaiah Memorial Hospital FF1(Capacity: 50, Dose 1: 0 slots left, Dose 2: 50 slots left)",BloreVaccine
80,2021-05-25 17:31:36+00:00,1397243970841886730,"560010 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 51, Dose 1: 1 slots left, Dose 2: 50 slots left)",BloreVaccine
81,2021-05-25 17:06:14+00:00,1397237586914070529,"560010 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 11, Dose 1: 1 slots left, Dose 2: 10 slots left)",BloreVaccine
82,2021-05-25 14:31:41+00:00,1397198691077959703,"560034 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at St Johns Hospital(Capacity: 11, Dose 1: 1 slots left, Dose 2: 10 slots left)",BloreVaccine
83,2021-05-25 14:08:59+00:00,1397192980331733007,"560054 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Ramaiah Memorial Hospital FF1(Capacity: 200, Dose 1: 150 slots left, Dose 2: 50 slots left)",BloreVaccine
84,2021-05-25 13:43:05+00:00,1397186462173614085,"560034 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at St Johns Hospital(Capacity: 11, Dose 1: 1 slots left, Dose 2: 10 slots left)",BloreVaccine
85,2021-05-25 13:36:29+00:00,1397184799362756608,"560054 on 25-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Ramaiah Memorial Hospital FF1(Capacity: 100, Dose 1: 0 slots left, Dose 2: 100 slots left)",BloreVaccine
86,2021-05-25 13:36:29+00:00,1397184799345885208,"560064 on 25-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at AGRAHARA LAYOUT UPHC(Capacity: 50, Dose 1: 0 slots left, Dose 2: 50 slots left)",BloreVaccine
87,2021-05-25 13:36:29+00:00,1397184799127789586,"560066 on 25-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO MEDICAL CENTER P3(Capacity: 20, Dose 1: 0 slots left, Dose 2: 20 slots left)",BloreVaccine
88,2021-05-25 13:36:29+00:00,1397184799098425346,"560018 on 25-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Brindhavvan Areion Hospital3(Capacity: 25, Dose 1: 0 slots left, Dose 2: 25 slots left)",BloreVaccine
89,2021-05-25 13:36:28+00:00,1397184796858765318,"560010 on 28-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 50, Dose 1: 0 slots left, Dose 2: 50 slots left)",BloreVaccine
90,2021-05-25 13:36:28+00:00,1397184796695187458,"560047 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST PHILOMENA HOSPITAL BLOCK 1(Capacity: 30, Dose 1: 0 slots left, Dose 2: 30 slots left)",BloreVaccine
91,2021-05-25 13:36:28+00:00,1397184796695142406,"560010 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 54, Dose 1: 4 slots left, Dose 2: 50 slots left)",BloreVaccine
92,2021-05-25 13:33:46+00:00,1397184116139888646,"560076 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
93,2021-05-25 13:30:25+00:00,1397183272573095948,"560034 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at St Johns Hospital(Capacity: 10, Dose 1: 1 slots left, Dose 2: 9 slots left)",BloreVaccine
94,2021-05-25 13:17:04+00:00,1397179915921858566,"560086 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at FORTIS INTERNATIONAL HOSPITAL(Capacity: 60, Dose 1: 60 slots left, Dose 2: 0 slots left)",BloreVaccine
95,2021-05-25 13:09:05+00:00,1397177905113755661,"560076 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Hospital BG ROAD P3(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine
96,2021-05-25 13:08:28+00:00,1397177751228936198,"560011 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO CRADLE JAYANAGAR(Capacity: 200, Dose 1: 200 slots left, Dose 2: 0 slots left)",BloreVaccine
97,2021-05-25 13:02:37+00:00,1397176276184485891,"560010 on 29-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 30, Dose 1: 20 slots left, Dose 2: 10 slots left)",BloreVaccine
98,2021-05-25 12:55:37+00:00,1397174514446831616,"560010 on 27-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at ST THERESAS HOSPITAL(Capacity: 35, Dose 1: 30 slots left, Dose 2: 5 slots left)",BloreVaccine
99,2021-05-25 12:28:31+00:00,1397167694684647433,"560010 on 26-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at SUGUNA HOSPITAL(Capacity: 10, Dose 1: 10 slots left, Dose 2: 0 slots left)",BloreVaccine
100,2021-05-25 12:27:28+00:00,1397167431794102273,"560047 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Fortis Lafemme BLOCK 1(Capacity: 40, Dose 1: 40 slots left, Dose 2: 0 slots left)",BloreVaccine
101,2021-05-25 11:23:09+00:00,1397151246176325633,"560038 on 26-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at Apollo Clinic Indiranagar(Capacity: 10, Dose 1: 10 slots left, Dose 2: 0 slots left)",BloreVaccine
102,2021-05-25 11:08:02+00:00,1397147442684960772,"560095 on 26-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at APOLLO CLINIC KORMANAGALA(Capacity: 10, Dose 1: 10 slots left, Dose 2: 0 slots left)",BloreVaccine
103,2021-05-25 11:08:02+00:00,1397147442684911617,"560095 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO CLINIC KORMANAGALA(Capacity: 10, Dose 1: 10 slots left, Dose 2: 0 slots left)",BloreVaccine
104,2021-05-25 11:07:40+00:00,1397147349818875906,"560103 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Sarjapur P3(Capacity: 70, Dose 1: 70 slots left, Dose 2: 0 slots left)",BloreVaccine
105,2021-05-25 10:53:49+00:00,1397143865329557504,"560099 on 26-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BangaloreUrban at Sparsh Hospital Basement(Capacity: 70, Dose 1: 65 slots left, Dose 2: 5 slots left)",BloreVaccine
